id,醫事機構名稱,醫事機構地址,Response_X,Response_Y
1295,陳志勳牙醫診所,台中市南區樹義里復興路一段３０６號,214752.317,2667667.595
1296,聖林牙醫診所,台中市南區西川里忠明南路７０３號,215306.606,2669725.04
1297,群恩牙醫診所,台中市仁和路２３２號,217704.037,2669028.961
1298,君林牙醫診所,台中市南區西川里三民西路２６０號,215460.264,2669493.328
1299,協美牙醫診所,台中市南區工學路２２號１樓,216100.951,2668029.012
1300,鈞美牙醫診所,台中市南區新榮里學府路２００號１樓,216832.776,2669469.415
1301,良德牙醫診所,台中市南區工學路１７號１Ｆ,214424.079,2667737.697
1302,麗緻牙醫診所,台中市南區建成路１８４６號２．３樓,216693.07,2669086.89
1303,芳群牙醫診所,台中市南區永興里工學路２５號,216094.054,2667986.799
1304,立安牙醫診所,台中市南區五權南路６８７號１樓,216443.269,2667581.038
1305,怡人牙醫診所,台中市南區福平里美村路２段１８６號１.２樓,215784.712,2668981.166
1306,長庚牙醫診所,台中市南區頂南里台中路１６６號１樓,217927.676,2669550.328
1307,學府牙醫診所,台中市南區建成路１７８５號１Ｆ及２Ｆ,216547.701,2669040.2
1308,偉林牙醫診所,台中市南區樹義里復興路１段３９１號１樓,214887.435,2667788.453
1309,光良牙醫診所,台中市南區南興里台中路４６．４８號１樓,217938.041,2668505.256
1310,世禾牙醫診所,台中市南區新榮里學府路１５８號１．２樓,216885.239,2669354.609
1311,美邦牙醫診所,台中市南區高工路２５２－１號１及２樓,215907.774,2667641.856
1312,尚美牙醫診所,台中市南區國光路一○四號一樓,217116.304,2669751.765
1313,鴻興牙醫診所,台中市南區永興里工學路五號一樓,216259.491,2667988.074
1314,新長鴻牙醫診所,台中市南區台中路１５０號１樓,217912.296,2669594.197
1315,幼恩牙醫診所,台中市南區美村南路１６５號１樓,216112.772,2667909.964
1316,聯強牙醫診所,台中市南區復興路一段５１９號１、２樓,215278.853,2668118.333
1317,英倫牙醫診所,台中市南區學府路５８號１樓、２樓及６０號１樓,217003.339,2669016.49
1318,優盛牙醫診所,台中市南區美村南路５２號１、２、３樓,216148.823,2668100.123
1319,安健美牙醫診所,台中市北區錦祥街７４號,218521.003,2672497.819
1320,文津牙醫診所,台中市北區中清路１段６１９號１樓,216676.508,2673885.926
1321,正川牙醫診所,台中市北區新興里三民路三段８９巷３號,217749.815,2671360.612
1322,永川牙醫診所,台中市北區明德里忠明路１５９號,215818.622,2673012.697
1323,大立牙醫診所,台中市北區頂厝里永興街２２８號,217736.946,2673297.298
1324,林亭牙醫診所,台中市北區建興里永興街１３２號,217732.796,2673003.538
1325,靖侒牙醫診所,台中市北區健行里大雅路２３１－１號,216966.399,2672911.808
1326,游牙醫診所,台中市北區淡溝里健行路８２７號,216550.69,2672672.318
1327,昇弘牙醫診所,台中市北區淡溝里民權路３５５號,216498.45,2672388.268
1328,張煥祥牙醫診所,台中市北區中清路一段７２６巷３２號１樓,216847.964,2673810.046
1329,源一牙醫診所,台中市北區建興里學士路１７６號,217597.576,2672726.318
1330,大學牙醫診所,台中市北區明德里西屯路一段４１５號,215834.842,2673032.566
1331,利群牙醫診所,台中市北區錦村里進化路３２５號,218918.812,2672034.821
1332,中英牙醫診所,台中市北區賴興里北平路二段１０１號,217137.897,2674057.284
1333,映邦牙醫診所,台中市北區建興里德化街３２５號,217675.426,2672942.759
1334,育林牙醫診所,台中市北區明德里漢口路３段１４４號,216513.579,2673521.947
1335,華大牙醫診所,台中市北區中清路一段５５５號１樓,216727.019,2673706.705
1336,宏宜牙醫診所,台中市北區中湖里中華路二段１１５號,217508.785,2671538.211
1337,周牙醫診所,台中市北區一中街２９號,217910.863,2671416.703
1338,能盛牙醫診所,台中市北區建興里崇德路一段１３９號,217974.176,2672918.389
1339,中新牙醫診所,台中市北區金龍里三民路三段２５３－３號,218223.005,2672326.569
1340,美好牙醫診所,台中市北區新北里錦南街２７號,218144.265,2672147.819
1341,大新牙醫診所,台中市北區明德里漢口路三段２０８號,216513.579,2673521.947
1342,郭德樑牙醫診所,台中市北區賴里進化北路３７８－５號,217500.606,2673150.316
1343,大雅牙醫診所,台中市北區健行路６２８號,217074.239,2672706.771
1344,東東牙醫診所,台中市北區樂英里錦南街２０之１號,218340.796,2672135.109
1345,興進牙醫診所,台中市北區進化路３８１號１樓,218923.053,2672211.83
1346,信安牙醫診所,台中市北區南靖里中正路４２７號,217086.478,2671230.453
1347,宏昇牙醫診所,台中市北區育德里健行路４７９號,217286.587,2672672.819
1348,育生牙醫診所,台中市北區錦祥里進化路４８３號,218921.712,2672471.95
1349,賴恆清牙醫診所,台中市北區金龍里三民路三段３０３號,218347.516,2672442.035
1350,杏林牙醫診所,台中市北區賴村里大德街１５０號,217347.258,2672866.949
1351,名人牙醫診所,台中市北區中清路一段５７０號１，２樓,216817.749,2673563.206
1352,功大牙醫診所,台中市北區英才路１７３號１樓,217061.798,2672293.524
1353,名揚牙醫診所,台中市北區五常里學士路８３號３樓,217644.187,2672240.45
1354,亞聖牙醫診所,台中市北區中達村英才路１９０號,216925.139,2672328.7
1355,王弘志牙醫診所,台中市北區淡溝里英才路３４２號,216466.549,2672326.33
1356,福齡牙醫診所,台中市北區長青里陝西路６９號,216303.448,2673802.6
1357,上群牙醫診所,台中市北區賴興里北平路二段４１號,217005.905,2674068.504
1358,英綺牙醫診所,台中市北區新北里太平路４０之１號,217898.086,2671475.333
1359,三上牙醫診所,台中市北區文昌東二街6號,217111.769,2674192.274
1360,永昌牙醫診所,台中市北區長青里漢口路三段９８號１Ｆ,216381.473,2673557.986
1361,潔美牙醫診所,台中市北區賴明里漢口路四段６０之２號１Ｆ,217133.195,2673572.112
1362,宏瑞牙醫診所,台中市北區明德里忠明路３２９號,216128.351,2673125.566
1363,宏林牙醫診所,台中市北區漢口路４段1８０之２號１樓,217446.497,2673546.066
1364,張逸宬牙醫診所,台中市北區進化路５７０巷７號１Ｆ,219011.831,2672698.58
1365,陳瑞山牙醫診所,台中市北區武順里精武路２７２號３樓,218074.755,2671270.188
1366,羅馬牙醫診所,台中市北區梅川西路４段１５１號１樓,217358.744,2673799.671
1367,紀令儀牙醫診所,台中市北區進化北路２９９號,217708.146,2673099.831
1368,名範牙醫診所,台中市北區民權路 ５１９號１樓,216504.897,2672862.495
1369,根彥牙醫診所,台中市北區公園路１５８號,217265.358,2671692.213
1370,筌琳牙醫診所,台中市北區東光東街１３號,219515.901,2672096.711
1371,王牙醫診所,台中市北區博館東街１７號,216084.701,2672184.45
1372,國泰牙醫診所,台中市北區國泰街１１５號,218994.321,2672749.788
1373,福康牙醫診所,台中市北區淡溝里育德路２２０號１．２樓,216419.021,2672523.24
1374,新愛牙醫診所,台中市北區長青里陝西路２８號１樓,216306.534,2673659.335
1375,日安牙醫診所,台中市北區中達里英才路１９３號１樓,216961.128,2672289.91
1376,真善美牙醫診所,台中市北區賴明里漢口路４段３２７號１樓,217133.195,2673572.112
1377,京華牙醫診所,台中市北區英才路３８６之３號１樓,216305.491,2672209.592
1378,承鴻牙醫診所,台中市北區太原路１段５３０號１．２樓,216793.339,2673309.936
1379,大誠牙醫診所,台中市北區錦洲里進化路５５４號１．２Ｆ,218967.581,2672637.188
1380,宏觀牙醫診所,台中市北區賴厝里漢口路４段２６８號１．２樓,217713.646,2673541.316
1381,北平牙醫診所,台中市北區賴興里北平路2段73號1F,217005.905,2674068.504
1382,保安牙醫診所,台中市北區中正里原子街２２–４、２２–５號１Ｆ,216722.1,2671115.413
1383,新世代牙醫診所,台中市北區錦和里太平路６２號,217768.815,2671528.961
1384,呈美牙醫診所,台中市北區大雅路２２９號１，２樓,216966.399,2672911.808
1385,陳春琴牙醫診所,台中市北區進化路４７９號,218921.223,2672461.788
1386,優群牙醫診所,台中市北區大雅路３０３號１樓,216966.399,2672911.808
1387,柯雅芳牙醫診所,台中市北區中清路一段８３０號２樓,216664.494,2674163.876
1388,張溫鷹牙醫診所,台中市北區英才路２５８號１、２樓,216697.196,2672326.37
1389,牙芽牙醫診所,台中市北區進化北路１７７－６號１、２樓,218060.288,2673099.379
1390,金正牙醫診所,台中市北區天祥街３６號１樓,219050.122,2672896.009
1391,博群牙醫診所,台中市北區進化路３９９、３４１號１樓,218873.293,2672943.739
1392,匯鴻牙醫診所,台中市北區三民路３段７０號１樓,217844.486,2671437.072
1393,全方位牙醫診所,台中市北區三民路３段２１９號１樓,218054.174,2672107.311
1394,弘康牙醫診所,台中市西屯區逢甲里西屯路二段２８２之７號,213812.277,2674591.902
1395,吉美牙醫診所,台中市西屯區西安里西屯路二段２９８－１１號,213538.56,2674865.569
1396,新力牙醫診所,台中市西屯區西屯路二段２８２－１號,213832.638,2674575.443
1397,大仁牙醫診所,台中市西屯區何安里西屯路二段９５－２８號,215003.845,2673396.245
1398,明通牙醫診所,台中市西屯區何厝里台中港路二段４之７號,215209.954,2673161.637
1399,全美牙醫診所,台中市西屯區西安里西屯路二段２９１－４號,213632.978,2674761.33
1400,應箕牙醫診所,台中市西屯區何厝里漢口路二段５６號,215377.133,2673232.515
1401,祐德牙醫診所,台中市西屯區何德里西屯路二段１０－５號,215429.344,2673284.967
1402,健容牙醫診所,台中市西屯區何源里漢口路二段１０８號之５,215860.742,2673506.557
1403,青海牙醫診所,台中市西屯區何厝里何厝東二街８５號,215086.265,2673061.078
1404,卓越牙醫診所,台中市西屯區西屯路３段１５９之５３號１．２樓,211191.113,2675892.177
1405,民康牙醫診所,台中市西屯區西屯路２段２９５－２０號１．２．３樓,213602.439,2674780.461
1406,重慶牙醫診所,台中市西屯區何德里重慶路２５０號,215267.714,2673633.595
1407,福茂聯合門診福茂牙醫診所,台中市西屯區西屯路２段２７３之１號,213838.078,2674439.943
1408,寰信牙醫診所,台中市西屯區漢口路二段２１號,215273.323,2673189.316
1409,愛鄰牙醫診所,台中市西屯區何厝里漢口路二段８號,215217.564,2673165.907
1410,惠群牙醫診所,台中市西屯區西屯路二段７７號１樓,215180.603,2673339.487
1411,信德牙醫診所,台中市西屯區大河里河南路二段２８號,215541.013,2674210.324
1412,宏安牙醫診所,台中市西屯區精明一街５５號,215037.592,2672378.038
1413,敦煌牙醫診所,台中市西屯區何南里大墩路９９２號１樓,214666.646,2672681.699
1414,陳炯安牙醫診所,台中市西屯區西平里逢甲路１６２－２．１６２–３號１．２Ｆ,214071.158,2674892.936
1415,陽明牙醫診所,台中市西屯區福安里西屯路三段１５９－１１巷２號,212601.081,2675316.243
1416,暉鴻牙醫診所,台中市西屯區大福里長安路二段２１５號,216056.84,2674382.393
1417,登峰牙醫診所,台中市西屯區何安里青海路一段９６之２號,214912.674,2673312.117
1418,東瑩牙醫診所,台中市西屯區何南里東興路三段４０２號,215007.445,2672591.018
1419,華安牙醫診所,台中市西屯區太原路一段２１３號,215648.013,2673151.287
1420,中州牙醫診所,台中市西屯區中工三路６３號１樓,211305.706,2674928.884
1421,陽光牙醫診所,台中市西屯區西屯路２段２５１-２０號１樓,214035.624,2674069.223
1422,銘冠牙醫診所,台中市西屯區中工三路１４６號,211210.877,2674743.225
1423,三合牙醫診所,台中市西屯區何仁里重慶路２４１號,215312.89,2673730.131
1424,東興牙醫診所,台中市西屯區東興路三段３８３號１樓,214911.954,2672513.208
1425,慶和牙醫診所,台中市西屯區福星路５７４號,214066.098,2674453.443
1426,嘉康牙醫診所,台中市西屯區漢口路二段１１１號,215545.943,2673331.816
1427,普愛牙醫診所,台中市西屯區何南里大隆路６４號２樓,214718.666,2672402.21
1428,華泰牙醫診所,台中市西屯區青海路二段２０９–２號,214587.481,2673494.551
1429,晶華牙醫診所,台中市西屯區西屯路三段159之58號1F,211166.524,2675899.686
1430,佳霖牙醫診所,台中市西屯區西平里逢甲路１０８號,213789.247,2674859.745
1431,舒康牙醫診所,台中市西屯區河南路二段３３０號１．２Ｆ,214185.236,2674349.944
1432,謝家興牙醫診所,台中市西屯區何安里西屯路二段９５–３５號,215186.334,2673337.657
1433,雙安牙醫診所,台中市西屯區大墩十九街８９號,214853.075,2672450.359
1434,精英牙醫診所,台中市青海路２段２９６號,213571.848,2674278.933
1435,陳振康牙醫診所,台中市西屯區精明路３６號１樓,215088.924,2672520.97
1436,新多多牙醫診所,台中市西屯區西平里文華路１３８巷１０號,214099.038,2675306.165
1437,奇美牙醫診所,台中市西屯區福星路４０３號１–２樓,213957.568,2674963.464
1438,美燕牙醫診所,台中市西屯區福安里福科路４１５號１．２樓,211729.108,2675287.452
1439,三林牙醫診所,台中市西屯區大墩十八街七十號一樓,214441.867,2672440.74
1440,永豐棧牙醫診所,台中市西屯區臺灣大道二段６８９號６Ｆ,214986.701,2672636.023
1441,長青牙醫診所,台中市西屯區西屯路２段１０３-６號１樓,214588.856,2673523.015
1442,佳威牙醫診所,台中市西屯區上石里河南路２段４５２號,213877.098,2674099.384
1443,大愛牙醫診所,台中市西屯區中清西二街８２號１樓,216182.364,2674453.469
1444,京典牙醫診所,台中市西屯區福星路４４０號１．２.３樓,213924.708,2674885.785
1445,李廣華牙醫診所,台中市西屯區福科路２１０號１．２樓,211848.456,2675274.353
1446,國佑牙醫診所,台中市西屯區西安街２０７號１樓,214021.258,2675226.484
1447,亞頓牙醫診所,台中市西屯區西屯路３段１６６之３６號１．２樓,210810.399,2676099.447
1448,高適牙醫診所,台中市西屯區福林里福順路三三一號一樓,211130.136,2675417.401
1449,康群牙醫診所,台中市西屯區永福路173號1樓,211551.014,2675682.177
1450,固德牙醫診所,台中市西屯區青海路二段273號1樓,213633.878,2674182.873
1451,名威牙醫診所,台中市西屯區河南路２段２６０號１、２樓,214382.037,2674498.972
1452,現代牙醫診所,台中市西屯區永福路１７０號１樓,211572.551,2675633.51
1453,非凡牙醫診所,台中市西屯區西屯路２段２７２－１５號１樓,213868.658,2674473.372
1454,逢甲牙醫診所,台中市西屯區福星路４１１號１、２樓,213961.579,2674944.785
1455,建華牙醫診所,台中市西屯區西屯路２段２５８號１、２樓,214050.723,2674110.149
1456,福星牙醫診所,台中市西屯區福星路６４５號１、２樓,214211.916,2674398.433
1457,全心美學牙醫診所,台中市西屯區永福路１７０號１樓,211572.551,2675633.51
1458,康寧牙醫診所,台中市西屯區西屯路３段１６９－５號１、２樓,211028.499,2675965.642
1459,泛美牙醫診所,台中市西屯區青海路１段６５之１號１樓,214932.075,2673259.356
1460,善爵牙醫診所,台中市西屯區惠中路１段１２０號１、２樓,213774.483,2672847.938
1461,華美牙醫診所,台中市西屯區寧夏路２０８號１、２樓,215521.975,2673699.165
1462,淳康牙醫診所,台中市西屯區河南路２段３５６號１－２樓,214141.347,2674314.933
1463,大隆經典牙醫診所,台中市西屯區大隆路５８號１樓,214739.016,2672390.768
1464,光流牙醫診所,台中市西屯區政和路１５２號１、２樓,213483.522,2672442.262
1465,三信牙醫診所,台中市西屯區漢口路２段３０６號１樓,215925.002,2673489.936
1466,康慈牙醫診所,台中市西屯區福安路７６號１樓,211601.516,2675143.691
1467,全威牙醫診所,台中市西屯區西屯路３段１６９－１號１、２樓,211035.696,2675944.907
1468,達生牙醫診所,台中市南屯區南屯里南屯路二段７０８–１號,213481.54,2670372.626
1469,信美牙醫診所,台中市南屯區田心里五權西路二段４１６號,213901.549,2670611.216
1470,黎明牙醫診所,台中市南屯區南屯里黎明路一段１００６號,213177.804,2670381.129
1471,魏牙醫診所,台中市南屯區東興路２段６０號,214747.524,2670301.731
1472,端容牙醫診所,台中市南屯區大同里大墩七街１２４號１Ｆ,214629.196,2671006.933
1473,精銳牙醫診所,台中市南屯區溝墘里大墩路４６１號１．２樓,214383.787,2671830.441
1474,中和牙醫診所,台中市南屯區中和里黎明路一段１６５號,212035.245,2667910.813
1475,品安牙醫診所,台中市南屯區文心南路 １５號１樓,214039.636,2670180.424
1476,茂昌牙醫診所,台中市南屯區黎光里干城街２０２巷１弄２號,212227.503,2671972.74
1477,陳尚德牙醫診所,台中市南屯區南屯里南屯路二段８１２號,213145.021,2670636.214
1478,安泰牙醫診所,台中市南屯區南屯里黎明路一段１０９６號,213262.851,2670655.024
1479,東興陳牙醫診所,台中市南屯區南屯里南屯路二段６１６號,213480.549,2670424.075
1480,嶺東聖恩牙醫診所,台中市南屯區春社里永春南路７８號１樓,210473.829,2670428.915
1481,南屯大華牙醫診所,台中市南屯區楓樹里黎明路１段１６０號,212069.454,2667902.333
1482,潔安牙醫診所,台中市南屯區南屯路二段２０５號,214376.757,2670198.227
1483,向心牙醫診所,台中市南屯區向心南路９２１號,213793.128,2670101.706
1484,上品牙醫診所,台中市南屯區京展街２２５號,213765.598,2670177.325
1485,厚生牙醫診所,台中市南屯區溝墘里大業路２０７號１樓,214382.117,2672094.531
1486,童齡牙醫診所,台中市南屯區永春東路１０５７號２．３．４樓,213157.274,2670054.629
1487,林明勳牙醫診所,台中市南屯區黎明路一段１５２號,212056.378,2667872.845
1488,得恩牙醫診所,台中市南屯區溝墘里大業路１２３號,214382.117,2672094.531
1489,晉寧牙醫診所,台中市南屯區南屯路二段２９６號,214210.187,2670271.217
1490,潔泰牙醫診所,台中市南屯區大墩路７９３號２樓及７９５號２樓,214382.956,2672199.37
1491,高得牙醫診所,台中市南屯區三厝里黎明路二段３０３號,213000.899,2671509.014
1492,正達牙醫診所,台中市南屯區黎光里干城街２７５號１樓,212687.951,2671949.18
1493,名亮牙醫診所,台中市南屯區南屯里黎明路一段１０７５號,213168.431,2670459.015
1494,正英牙醫診所,台中市南屯區南屯里黎明路一段１１１８號,213251.28,2670700.355
1495,佑安牙醫診所,台中市南屯區永春東路１０２８號１樓,213110.532,2670120.861
1496,冠傑牙醫診所,台中市南屯區永春南路３１號１、２樓,210656.258,2670406.944
1497,明怡牙醫診所,台中市南屯區黎明路２段４３０號,212947.382,2671865.7
1498,中友牙醫診所,台中市南屯區黎明路２段１８１號,213023.31,2671284.282
1499,萬芳牙醫診所,台中市南屯區公益路２段１５２號１樓,214235.818,2671795.791
1500,臻品聯合診所臻品牙醫診所,台中市南屯區東興路２段３４１號２樓,214712.814,2671070.432
1501,益德牙醫診所,台中市南屯區三厝里河南路４段３９９–１號１樓,213226.821,2671526.631
1502,佑達牙醫診所,台中市南屯區三厝里黎明路２段１５０號,213084.932,2671213.981
1503,百傑牙醫診所,台中市南屯區溝墘里大墩路８８０．８８２號１樓．地下１樓,214387.437,2672290.335
1504,新雨牙醫診所,台中市南屯區南屯里黎明路一段１１３７號,213231.741,2670632.475
1505,張正興牙醫診所,台中市南屯區南屯路２段１８６號１Ｆ,214505.959,2670191.396
1506,彭光偉牙醫診所,台中市南屯區黎明路２段３６５號１．２樓,212929.236,2671741.446
1507,尚豪牙醫診所,台中市南屯區河南路４段３８２號１、２樓,213105.296,2671896.782
1508,微笑美學牙醫診所,台中市南屯區大業路５９２號１樓、２樓,212949.103,2672113.531
1509,惠文牙醫診所,台中市南屯區河南路４段４５１號１樓,213227.791,2671514.973
1510,尖端牙醫診所,台中市南屯區公益路２段６０５號１．２號,212894.821,2671792.731
1511,祥佑牙醫診所,台中市南屯區黎明路二段３１９號１樓,212940.321,2671633.581
1512,立豐牙醫診所,台中市南屯區文心南二路１８２號１樓,214127.187,2670139.217
1513,黃經理牙醫診所,台中市南屯區大墩路256號1、2樓,214443.016,2670894.581
1514,廖國陽牙醫診所,台中市南屯區惠中路３段３３５號１樓及２樓,213501.543,2670957.731
1515,達仁牙醫診所,台中市南屯區南屯路２段３３號１.２樓,214778.054,2670072.21
1516,大墩牙醫診所,台中市南屯區大業路１９３號１、２樓,214476.567,2672056.02
1517,佳新牙醫診所,台中市南屯區向心南路９０８號１．２．３樓,213828.189,2670074.217
1518,安生牙醫診所,台中市南屯區干城街２７９號１樓,212712.752,2671953.18
1519,精湛牙醫診所,台中市南屯區大業路５８６號１、２樓,212960.94,2672110.265
1520,光麗牙醫診所,台中市南屯區大墩路８００號１、２樓,214437.956,2672172.669
1521,康軒牙醫診所,台中市南屯區大墩四街３１９號１樓,214052.152,2670663.856
1522,豐美牙醫診所,台中市南屯區向心南路７２０．７２２號１樓,213789.326,2670348.45
1523,源德牙醫診所,台中市南屯區黎明路２段３５８號１樓,212963.534,2671711.847
1524,曜昇牙醫診所,台中市南屯區大墩十四街２９６號１樓,214200.475,2671953.689
1525,益群牙醫診所,台中市南屯區東興路二段１８３號１樓,214722.215,2670671.185
1526,文心牙醫診所,台中市南屯區文心路１段３６９號１樓,214054.497,2671468.981
1527,育超牙醫診所,台中市南屯區大業路３２４號１、２樓,214163.068,2672102.319
1528,惟美牙醫診所,台中市南屯區向上路５段 ８號１、２樓 ,210879.409,2671495.566
1529,永大牙醫診所,台中市北屯區大連路二段２２８號,218387.174,2674488.723
1530,景洲牙醫診所,台中市北屯區水湳里中清路２之２３號,216559.03,2674565.233
1531,昌平牙醫診所,台中市北屯區平順里昌平路一段１３１號,218570.173,2674335.634
1532,耀仁牙醫診所,台中市北屯區三光里北屯路２２２之１號１樓,219175.821,2673687.057
1533,松竹牙醫診所,台中市北屯區松茂里松竹路二段１４２號,219277.211,2675353.254
1534,全國牙醫診所,台中市北屯區平安里崇德路一段５４８之１號　,218027.473,2673566.362
1535,圓環牙醫診所,台中市北屯區北京里北屯路７９號,218728.283,2672979.969
1536,天地牙醫診所,台中市北屯區松竹路２段２３９號１樓,218909.891,2675318.805
1537,連牙醫診所,台中市北屯區水湳里中清路１５號,216580.856,2674354.62
1538,明泰牙醫診所,台中市北屯區水湳路173號,217709.567,2676337.737
1539,大華牙醫診所,台中市北屯區中清路９９之３６號,216185.851,2674965.975
1540,光華牙醫診所,台中市北屯區平田里旅順路二段２１１號,218811.842,2674309.623
1541,德義牙醫診所,台中市北屯區北屯里北屯路３２－２號,218901.173,2673330.477
1542,存仁牙醫診所,台中市北屯區平德里北平路三段１２８號,217805.005,2673985.984
1543,泉生牙醫診所,台中市北屯區和順路４２８號１樓,221827.117,2674687.364
1544,丁牙醫診所,台中市北屯區東山路１段１４３之２號１樓,219921.179,2673848.835
1545,江牙醫診所,台中市北屯區仁和里昌平路二段４６號,217815.065,2676271.012
1546,新宏仁牙醫診所,台中市北屯區三光里北屯路２１５號,219122.106,2673613.867
1547,立大牙醫診所,台中市北屯區平德里崇德路二段４１號,217998.554,2673867.325
1548,寶存牙醫診所,台中市北屯區安里青島路四段１３０號,218352.234,2673647.546
1549,北一牙醫診所,台中市北屯區崇興路一段八八號,218532.184,2673444.166
1550,宏誠牙醫診所,台中市北屯區水景里東山路一段１８９－９號,220416.136,2673984.68
1551,鄧牙醫診所,台中市北屯區水湳里瀋陽路一段２號,216769.899,2674524.453
1552,致美牙醫診所,台中市北屯區平安里北平路四段２－１號附１,218083.739,2673960.861
1553,安信牙醫診所,台中市北屯區軍功里東山路一段２２５號,221071.476,2674385.953
1554,上慶牙醫診所,台中市北屯區中清路２段２９８號１樓,216342.614,2674831.531
1555,裕峰牙醫診所,台中市北屯區三光里北屯路２０４－２號,219093.625,2673554.83
1556,保復牙醫診所,台中市北屯區松竹里昌平路二段５－２５號２Ｆ,218511.953,2674951.557
1557,黃立中牙醫診所,台中市北屯區平安里天津路四段８９號,218359.204,2673813.314
1558,潔明牙醫診所,台中市北屯區平順里昌平路一段３２４號,218570.173,2674335.634
1559,興安牙醫診所,台中市北屯區平田里興安路二段６８號,218921.674,2674036.629
1560,葉建志牙醫診所,台中市北屯區平順里昌平路一段３５６號１Ｆ,218572.423,2674366.143
1561,同心牙醫診所,台中市北屯區松竹路８９號,219300.371,2675304.626
1562,立恩牙醫診所,台中市北屯區北平路３段５１號１樓,217567.497,2674029.123
1563,淏群牙醫診所,台中市北屯區平順里昌平路一段３６８號,218563.883,2674404.844
1564,凱悅牙醫診所,台中市北屯區三光里九龍街１０４號,219202.212,2673578.068
1565,敦化牙醫診所,台中市北屯區敦化路１段４８８號１樓,216255.018,2675863.197
1566,鴻仁牙醫診所,台中市北屯區綏遠路二段２０７－２號,217662.176,2674391.203
1567,恩澤牙醫診所,台中市北屯區昌平路２段２–３８號１樓,218176.663,2675869.671
1568,于牙醫診所,台中市北屯區東山路一段１４０巷１３號,219844.45,2673773.145
1569,世民牙醫診所,台中市北屯區北屯路２５８之１號,219340.88,2673973.495
1570,弘濟牙醫診所,台中市北屯區太原路三段１２９號,218460.424,2673343.876
1571,辰達牙醫診所,台中市北屯區東山路一段２６０號,221421.924,2674498.544
1572,葉牙醫診所,台中市北屯區和平里東山路１段３６９－３號,222079.571,2674577.821
1573,大唐牙醫診所,台中市北屯區昌平路一段８１號１樓及２樓,218790.372,2673631.057
1574,慶坤牙醫診所,台中市北屯區平德里青島路三段１３９號,217769.659,2673727.575
1575,仁信牙醫診所,台中市北屯區興安路１段２８０號１樓,218965.426,2674222.35
1576,福音牙醫診所,台中市北屯區軍功里軍功路一段633號,221438.518,2674457.268
1577,先進牙醫診所,台中市北屯區大連路一段９６號,216887.761,2674606.831
1578,茂文牙醫診所,台中市北屯區松竹路２段２０６號１Ｆ,218965.171,2675370.855
1579,寶健聯合門診，寶健牙醫診所,台中市北屯區東山路一段２１６–２３號２樓,219356.094,2673933.571
1580,萬和牙醫診所,台中市北屯區中清路２段５４１號１樓 ,216048.445,2675220.504
1581,健新牙醫診所,台中市北屯區興安路二段９號,218957.189,2674427.774
1582,立祥牙醫診所,台中市北屯區松茂里松竹路２段３６０號,219171.261,2675383.415
1583,快樂牙醫診所,台中市北屯區敦化路一段５８５號１樓,216063.901,2675708.483
1584,揚昇牙醫診所,台中市北屯區陳平里中清路７２–３３號１樓,215987.821,2675454.333
1585,莊玉衡牙醫診所,台中市北屯區水湳里中清路２７號,216615.739,2674375.904
1586,安品牙醫診所,台中市北屯區北屯里青島路４段２１７–１號,218677.652,2673530.427
1587,鴻展牙醫診所,台中市北屯區平田里興安路２段７２號,218921.674,2674036.629
1588,椰林牙醫診所,台中市北屯區平安里崇德路１段５８６–２號,218027.473,2673566.362
1589,安適牙醫診所,台中市北屯區大連路２段２４７號１樓,218410.565,2674527.404
1590,國維牙醫診所,台中市北屯區文心路４段６６７號１樓,218236.617,2674130.004
1591,欣揚牙醫診所,台中市北屯區四平路４６１號１．２樓,217590.859,2676262.193
1592,和群牙醫診所,台中市北屯區軍功路２段８８號,221505.285,2674701.714
1593,銘海牙醫診所,台中市北屯區大鵬路２４號１、２樓,216201.021,2674814.196
1594,宏盛牙醫診所,台中市北屯區崇德路２段１０號１樓,218038.825,2673736.814
1595,博鴻牙醫診所,台中市北屯區昌平路１段１０７號１.２樓,218530.114,2674341.214
1596,康德牙醫診所,台中市北屯區崇德路一段５６０號１樓,218029.295,2673601.416
1597,新興牙醫診所,台中市北屯區同榮路二三○號一樓,215625.861,2676576.822
1598,盛誠牙醫診所,台中市北屯區崇德路二段三○三號一、二樓,217993.557,2673724.76
1599,德林牙醫診所,台中市北屯區文心路四段八八二號一樓、二樓,218766.424,2674004.071
1600,俊美牙醫診所,台中市北屯區文心路四段822號1樓,218578.745,2674024.498
1601,潔宇牙醫診所,台中市北屯區文心路四段４８２號１樓,217794.845,2674120.464
1602,景泰牙醫診所,台中市北屯區北屯路４３９－５號１樓,219550.14,2674863.316
1603,宥勛牙醫診所,台中市北屯區旅順路１段９３－６號１樓、９３－１１號１樓,217418.875,2674480.859
1604,展新牙醫診所,台中市北屯區崇德路２段４５５號１樓、２樓,218086.965,2675110.504
1605,上安牙醫診所,台中市北屯區文心路４段９９７、９９９號１、２樓,219261.56,2674001.986
1606,永信牙醫診所,台中市北屯區綏遠路２段２６３號１、２樓,217677.715,2674570.964
1607,傑仕牙醫診所,台中市北屯區綏遠路２段１號１樓３號１樓,217585.458,2673733.615
1608,晶晶牙醫診所,台中市北屯區四平路４１、４３號１樓,217822.049,2677099.555
1609,美立牙醫診所,台中市北屯區北屯路４０９之２１號１樓,219372.307,2674405.691
